species,analysis_node,filtered_total_count,filtered_microRNA_score,filtered_no_hits,unfiltered_total_count,unfiltered_microRNA_score,filtered_out_families
Anophelescoustani,Lepidoptera,44.0,65.67,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-36, Mir-750",60,89.55,"Bantam, Mir-14, Mir-216, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-317, Mir-76, Mir-932, Mir-957, Mir-971, Mir-989, Mir-999"
Anophelescruzii,Lepidoptera,45.0,67.16,"Mir-153, Mir-1993, Mir-2001, Mir-22, Mir-242, Mir-3049, Mir-36, Mir-750",59,88.06,"Bantam, Mir-14, Mir-216, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-33, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Anophelesdarlingi,Lepidoptera,45.0,67.16,"Mir-153, Mir-22, Mir-242, Mir-3049, Mir-36, Mir-750",61,91.04,"Bantam, Mir-14, Mir-2001, Mir-216, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-76, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-989, Mir-999"
Anophelesgambiae,Lepidoptera,43.0,64.18,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-36, Mir-750",60,89.55,"Bantam, Mir-14, Mir-216, Mir-22, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-317, Mir-76, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-989, Mir-999"
Anophelesmaculipalpis,Lepidoptera,43.0,64.18,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-36, Mir-750",60,89.55,"Bantam, Mir-14, Mir-216, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-317, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-989, Mir-999"
Anophelesmarshallii,Lepidoptera,44.0,65.67,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-36, Mir-750",60,89.55,"Bantam, Mir-14, Mir-216, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-317, Mir-932, Mir-957, Mir-970, Mir-971, Mir-989, Mir-999"
Anophelesnili,Lepidoptera,41.0,61.19,"Mir-153, Mir-1993, Mir-2001, Mir-210, Mir-22, Mir-242, Mir-3049, Mir-36, Mir-750, Mir-87",57,85.07,"Bantam, Mir-14, Mir-216, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-317, Mir-76, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-989, Mir-999"
Anophelesziemanni,Lepidoptera,44.0,65.67,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-36, Mir-750",60,89.55,"Bantam, Mir-14, Mir-216, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-317, Mir-76, Mir-932, Mir-957, Mir-971, Mir-989, Mir-999"
Anopliusnigerrimus,Lepidoptera,84.0,125.37,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-970, Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-970",116,173.13,"Mir-1000, Mir-14, Mir-2001, Mir-275, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-67, Mir-927, Mir-929, Mir-932, Mir-965, Mir-971, Mir-989, Mir-1000, Mir-14, Mir-2001, Mir-275, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-67, Mir-927, Mir-929, Mir-932, Mir-965, Mir-971, Mir-989"
Ansercygnoidesdomesticus,Lepidoptera,90.0,134.33,"Mir-129, Mir-132, Mir-139, Mir-144, Mir-150, Mir-1781, Mir-1788, Mir-191, Mir-2001, Mir-203, Mir-208, Mir-210, Mir-2184, Mir-219, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-451, Mir-4541, Mir-599, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76",96,143.28,"Mir-1467, Mir-1720, Mir-1729, Mir-2131, Mir-24, Mir-875"
Anthochariscardamines,Lepidoptera,93.0,138.81,"Mir-12, Mir-1993, Mir-3049, Mir-36, Mir-999, Mir-12, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-999",123,183.58,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-315, Mir-375, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-375, Mir-71, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988"
Anthonomusgrandisgrandis,Lepidoptera,45.0,67.16,"Mir-1993, Mir-2001, Mir-242, Mir-278, Mir-29, Mir-3049, Mir-36",57,85.07,"Mir-12, Mir-14, Mir-153, Mir-219, Mir-22, Mir-275, Mir-306, Mir-750, Mir-932, Mir-965, Mir-970, Mir-989"
Apameamonoglypha,Lepidoptera,93.0,138.81,"Mir-3049, Mir-315, Mir-12, Mir-3049, Mir-375",129,192.54,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-36, Mir-375, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-315, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Apeirasyringaria,Lepidoptera,94.0,140.3,"Mir-12, Mir-3049, Mir-36, Mir-988, Mir-999, Mir-3049, Mir-31, Mir-36, Mir-957, Mir-999",124,185.07,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-932, Mir-957, Mir-970, Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-7, Mir-71, Mir-76, Mir-932, Mir-970, Mir-988"
Aphidiusgifuensis,Lepidoptera,40.0,59.7,"Bantam, Mir-193, Mir-242, Mir-306, Mir-36, Mir-970, Mir-989",57,85.07,"Mir-1000, Mir-124, Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-275, Mir-2765, Mir-282, Mir-3, Mir-3049, Mir-316, Mir-375, Mir-929, Mir-932, Mir-965, Mir-971"
Aphisgossypii,Lepidoptera,31.0,46.27,"Mir-12, Mir-133, Mir-1993, Mir-2001, Mir-210, Mir-216, Mir-22, Mir-242, Mir-2765, Mir-282, Mir-3, Mir-306, Mir-31, Mir-33, Mir-36, Mir-932",46,68.66,"Iab-4, Mir-1, Mir-14, Mir-153, Mir-193, Mir-275, Mir-277, Mir-2796, Mir-3049, Mir-316, Mir-317, Mir-76, Mir-929, Mir-965, Mir-971"
Apisdorsata,Lepidoptera,46.0,68.66,"Mir-153, Mir-1993, Mir-242, Mir-970",60,89.55,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-36, Mir-929, Mir-932, Mir-965, Mir-989"
Apisflorea,Lepidoptera,45.0,67.16,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970",59,88.06,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-971, Mir-989"
Aploceraefformata,Lepidoptera,82.0,122.39,"Mir-12, Mir-124, Mir-242, Mir-3049, Mir-315, Mir-957, Mir-971, Mir-12, Mir-242, Mir-3049, Mir-315, Mir-957",122,182.09,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-36, Mir-375, Mir-71, Mir-8, Mir-87, Mir-92, Mir-929, Mir-932, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-36, Mir-375, Mir-929, Mir-932, Mir-970, Mir-988, Mir-999"
Aplysiacalifornica,Lepidoptera,36.0,53.73,"Mir-190, Mir-1984, Mir-1994, Mir-278, Mir-281, Mir-31, Mir-315, Mir-36, Mir-67, Mir-76",42,62.69,"Mir-1985, Mir-1986, Mir-1990, Mir-210, Mir-242, Mir-2722"
Aporiacrataegi,Lepidoptera,138.0,205.97,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999, Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999, Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",171,255.22,"Mir-1000, Mir-14, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-92, Mir-929, Mir-932, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-92, Mir-929, Mir-932, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-92, Mir-929, Mir-932, Mir-970, Mir-988"
Aporophylalueneburgensis,Lepidoptera,87.0,129.85,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-957, Mir-999, Mir-12, Mir-242, Mir-278, Mir-3049, Mir-315, Mir-999",122,182.09,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-375, Mir-932, Mir-965, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-71, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988"
Apotomisbetuletana,Lepidoptera,101.0,150.75,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-957, Mir-12, Mir-242, Mir-3049, Mir-315, Mir-999",124,185.07,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-2765, Mir-2796, Mir-306, Mir-36, Mir-932, Mir-970, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-2765, Mir-2796, Mir-306, Mir-932, Mir-957, Mir-970"
Apotomisturbidana,Lepidoptera,99.0,147.76,"Mir-219, Mir-242, Mir-3049, Mir-957, Mir-999, Mir-12, Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-957",122,182.09,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-2765, Mir-2796, Mir-306, Mir-315, Mir-932, Mir-965, Mir-970, Mir-1000, Mir-14, Mir-219, Mir-22, Mir-2765, Mir-2796, Mir-306, Mir-932, Mir-970, Mir-999"
Aptenodytespatagonicus,Lepidoptera,101.0,150.75,"Mir-132, Mir-144, Mir-150, Mir-191, Mir-2001, Mir-208, Mir-219, Mir-242, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-425, Mir-451, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-76, Mir-96",105,156.72,"Mir-1467, Mir-2131, Mir-2184, Mir-727"
Aquilachrysaetoschrysaetos,Lepidoptera,107.0,159.7,"Mir-150, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-76",112,167.16,"Mir-1467, Mir-1720, Mir-1781, Mir-2984, Mir-727"
Archocentruscentrarchus,Lepidoptera,99.0,147.76,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-315, Mir-71, Mir-76",106,158.21,"Mir-147, Mir-281, Mir-32, Mir-4057, Mir-4541, Mir-729, Mir-875"
Ariciaagestis,Lepidoptera,142.0,211.94,"Mir-12, Mir-242, Mir-3049, Mir-375, Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-375, Mir-957, Mir-12, Mir-3049, Mir-315, Mir-375",186,277.61,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-275, Mir-2765, Mir-3, Mir-315, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-36, Mir-932, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-3, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Ariciaartaxerxes,Lepidoptera,87.0,129.85,"Mir-12, Mir-1993, Mir-22, Mir-242, Mir-281, Mir-3049, Mir-315, Mir-317, Mir-34, Mir-375, Mir-750, Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36",118,176.12,"Mir-1000, Mir-1175, Mir-14, Mir-153, Mir-210, Mir-219, Mir-275, Mir-2765, Mir-277, Mir-36, Mir-71, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-988, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Artibeusjamaicensis,Lepidoptera,282.0,420.9,"Mir-1298, Mir-134, Mir-1397, Mir-1416, Mir-1805, Mir-1912, Mir-197, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-296, Mir-2970, Mir-315, Mir-3613, Mir-4057, Mir-448, Mir-450, Mir-452, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-489, Mir-491, Mir-542, Mir-653, Mir-675, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-9851, Mir-1298, Mir-134, Mir-1397, Mir-1416, Mir-1805, Mir-1911, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-224, Mir-2387, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-296, Mir-2970, Mir-315, Mir-4057, Mir-448, Mir-452, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-489, Mir-491, Mir-653, Mir-675, Mir-71, Mir-7147, Mir-726, Mir-727, Mir-737, Mir-9851",356,531.34,"Mir-1271, Mir-1301, Mir-1329, Mir-1343, Mir-1379, Mir-147, Mir-1662, Mir-1788, Mir-1842, Mir-1911, Mir-2355, Mir-2387, Mir-335, Mir-337, Mir-339, Mir-345, Mir-350, Mir-361, Mir-370, Mir-374, Mir-384, Mir-425, Mir-504, Mir-541, Mir-582, Mir-592, Mir-652, Mir-6529, Mir-671, Mir-6715, Mir-672, Mir-676, Mir-722, Mir-737, Mir-76, Mir-769, Mir-877, Mir-1301, Mir-1329, Mir-1343, Mir-1379, Mir-147, Mir-1662, Mir-1788, Mir-1842, Mir-1912, Mir-197, Mir-2355, Mir-335, Mir-337, Mir-339, Mir-345, Mir-350, Mir-361, Mir-3613, Mir-370, Mir-374, Mir-384, Mir-425, Mir-504, Mir-541, Mir-592, Mir-652, Mir-6529, Mir-671, Mir-6715, Mir-672, Mir-676, Mir-7180, Mir-722, Mir-725, Mir-76, Mir-769, Mir-877"
Arvicanthisniloticus,Lepidoptera,175.0,261.19,"Mir-1296, Mir-1307, Mir-1343, Mir-1379, Mir-1397, Mir-1416, Mir-1662, Mir-1805, Mir-1842, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-2483, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-6529, Mir-71, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76, Mir-885, Mir-9851",202,301.49,"Mir-1277, Mir-1301, Mir-1329, Mir-1388, Mir-1788, Mir-1911, Mir-1955, Mir-197, Mir-2355, Mir-3075, Mir-3112, Mir-350, Mir-351, Mir-3613, Mir-432, Mir-448, Mir-4541, Mir-590, Mir-628, Mir-667, Mir-672, Mir-700, Mir-7147, Mir-722, Mir-769, Mir-876, Mir-879"
Arvicolaamphibius,Lepidoptera,300.0,447.76,"Mir-1296, Mir-1307, Mir-1379, Mir-1388, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-3613, Mir-4057, Mir-4541, Mir-458, Mir-459, Mir-460, Mir-599, Mir-6529, Mir-71, Mir-7147, Mir-7180, Mir-726, Mir-727, Mir-737, Mir-76, Mir-885, Mir-9851, Mir-1296, Mir-1307, Mir-1379, Mir-1388, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-3613, Mir-4057, Mir-4541, Mir-458, Mir-459, Mir-460, Mir-599, Mir-6529, Mir-71, Mir-7147, Mir-7180, Mir-726, Mir-727, Mir-737, Mir-76, Mir-885, Mir-9851",364,543.28,"Mir-1271, Mir-1277, Mir-1298, Mir-1329, Mir-1343, Mir-145, Mir-186, Mir-1911, Mir-197, Mir-2355, Mir-242, Mir-339, Mir-345, Mir-346, Mir-384, Mir-423, Mir-432, Mir-456, Mir-486, Mir-489, Mir-541, Mir-542, Mir-574, Mir-628, Mir-672, Mir-676, Mir-722, Mir-725, Mir-769, Mir-770, Mir-876, Mir-877, Mir-1271, Mir-1277, Mir-1298, Mir-1329, Mir-1343, Mir-145, Mir-186, Mir-1911, Mir-197, Mir-2355, Mir-242, Mir-339, Mir-345, Mir-346, Mir-384, Mir-423, Mir-432, Mir-456, Mir-486, Mir-489, Mir-541, Mir-542, Mir-574, Mir-628, Mir-672, Mir-676, Mir-722, Mir-725, Mir-769, Mir-770, Mir-876, Mir-877"
Astatotilapiacalliptera,Lepidoptera,198.0,295.52,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-76, Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-76",204,304.48,"Mir-147, Mir-729, Mir-875, Mir-147, Mir-729, Mir-875"
Asteriasrubens,Lepidoptera,27.0,40.3,"Mir-190, Mir-281, Mir-315",40,59.7,"Mir-103, Mir-2002, Mir-2004, Mir-2005, Mir-2007, Mir-2008, Mir-2009, Mir-2010, Mir-2011, Mir-2012, Mir-216, Mir-22, Mir-34"
Astyanaxmexicanus,Lepidoptera,360.0,537.31,"Mir-1329, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-729, Mir-76, Mir-1329, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-729, Mir-76, Mir-875, Mir-1329, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-729, Mir-76, Mir-875, Mir-1329, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-729, Mir-76",407,607.46,"Mir-1306, Mir-147, Mir-191, Mir-2184, Mir-4541, Mir-551, Mir-71, Mir-7132, Mir-7133, Mir-728, Mir-734, Mir-875, Mir-1306, Mir-147, Mir-191, Mir-2184, Mir-4541, Mir-551, Mir-71, Mir-7132, Mir-7133, Mir-728, Mir-734, Mir-1306, Mir-147, Mir-191, Mir-2184, Mir-4541, Mir-551, Mir-71, Mir-7132, Mir-7133, Mir-728, Mir-734, Mir-1306, Mir-147, Mir-191, Mir-2184, Mir-4057, Mir-4541, Mir-551, Mir-71, Mir-7132, Mir-7133, Mir-728, Mir-734, Mir-875"
Atelesgeoffroyi,Lepidoptera,173.0,258.21,"Mir-1388, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2188, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-350, Mir-4057, Mir-456, Mir-458, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",196,292.54,"Mir-1271, Mir-1329, Mir-1343, Mir-1379, Mir-1397, Mir-1416, Mir-1911, Mir-2184, Mir-2387, Mir-325, Mir-345, Mir-361, Mir-384, Mir-4541, Mir-460, Mir-590, Mir-653, Mir-672, Mir-722, Mir-737, Mir-770, Mir-935, Mir-9851"
Atethmiacentrago,Lepidoptera,95.0,141.79,"Mir-242, Mir-3049, Mir-315, Mir-34, Mir-242, Mir-3049, Mir-315",127,189.55,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-219, Mir-2765, Mir-277, Mir-306, Mir-316, Mir-36, Mir-375, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-219, Mir-2765, Mir-306, Mir-316, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Athaliarosae,Lepidoptera,135.0,201.49,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989, Mir-153, Mir-1993, Mir-242, Mir-36, Mir-989, Mir-153, Mir-1993, Mir-242, Mir-36, Mir-989",176,262.69,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-970, Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-970"
Autographagamma,Lepidoptera,93.0,138.81,"Mir-12, Mir-14, Mir-153, Mir-219, Mir-3049, Mir-375, Mir-71, Mir-957, Mir-999, Mir-12, Mir-153, Mir-3049, Mir-315, Mir-375, Mir-999",119,177.61,"Mir-1000, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-315, Mir-36, Mir-932, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988"
Autographapulchrina,Lepidoptera,95.0,141.79,"Mir-12, Mir-1993, Mir-3049, Mir-315, Mir-375, Mir-999, Mir-12, Mir-153, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-375",121,180.6,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-1993, Mir-242, Mir-2765, Mir-306, Mir-71, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Bactroceradorsalis,Lepidoptera,41.0,61.19,"Mir-1175, Mir-133, Mir-1993, Mir-242, Mir-2765, Mir-277, Mir-2796, Mir-3049, Mir-33, Mir-36, Mir-71, Mir-750, Mir-957, Mir-965, Mir-989",52,77.61,"Mir-124, Mir-153, Mir-193, Mir-2001, Mir-22, Mir-306, Mir-316, Mir-932, Mir-970, Mir-971, Mir-999"
Bactroceralatifrons,Lepidoptera,44.0,65.67,"Mir-1175, Mir-133, Mir-153, Mir-2001, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-33, Mir-36, Mir-71, Mir-750",55,82.09,"Mir-124, Mir-193, Mir-1993, Mir-22, Mir-306, Mir-316, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Bactroceratryoni,Lepidoptera,43.0,64.18,"Mir-1175, Mir-133, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",56,83.58,"Mir-124, Mir-193, Mir-2001, Mir-22, Mir-306, Mir-316, Mir-33, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Balaenopteramusculus,Lepidoptera,344.0,513.43,"Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-337, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-726, Mir-727, Mir-76, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-337, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-726, Mir-727, Mir-76",382,570.15,"Mir-1301, Mir-1307, Mir-1329, Mir-1379, Mir-1911, Mir-2355, Mir-2970, Mir-330, Mir-339, Mir-350, Mir-541, Mir-592, Mir-653, Mir-671, Mir-672, Mir-722, Mir-725, Mir-737, Mir-744, Mir-1301, Mir-1307, Mir-1329, Mir-1379, Mir-1911, Mir-2355, Mir-2970, Mir-330, Mir-339, Mir-350, Mir-541, Mir-592, Mir-653, Mir-671, Mir-672, Mir-722, Mir-725, Mir-737, Mir-744"
Bellardiapandia,Lepidoptera,87.0,129.85,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-971, Mir-153, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-7, Mir-71, Mir-750, Mir-971",114,170.15,"Mir-1175, Mir-14, Mir-193, Mir-2001, Mir-275, Mir-29, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999, Mir-1175, Mir-14, Mir-193, Mir-1993, Mir-2001, Mir-275, Mir-29, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Bembeciaichneumoniformis,Lepidoptera,78.0,116.42,"Mir-153, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-1175, Mir-124, Mir-133, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-276, Mir-3049, Mir-315, Mir-316, Mir-36, Mir-375, Mir-750, Mir-927, Mir-957, Mir-970, Mir-999",110,164.18,"Mir-1000, Mir-12, Mir-14, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-932, Mir-988, Mir-989, Mir-999, Bantam, Mir-1, Mir-1000, Mir-12, Mir-137, Mir-14, Mir-193, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-8, Mir-932, Mir-965, Mir-988, Mir-989"
Bemisiatabaci,Lepidoptera,38.0,56.72,"Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-216, Mir-22, Mir-242, Mir-3, Mir-33, Mir-34",52,77.61,"Mir-1000, Mir-12, Mir-14, Mir-219, Mir-2765, Mir-2796, Mir-282, Mir-3049, Mir-306, Mir-76, Mir-929, Mir-932, Mir-965, Mir-971"
